id,event_type,latitude,longitude,event_cause,requires_road_closure,start_datetime,status,corridor,priority,created_date,police_station
FKID004941,unplanned,13.02603063,77.44957098,vehicle_breakdown,FALSE,2023-11-28 01:19:36.286+00,closed,Non-corridor,Low,2023-11-28 01:20:29.520672+00,No Police Station
FKID004942,unplanned,13.05680055,77.60272943,construction,FALSE,2023-11-28 01:18:15.85+00,closed,Non-corridor,Low,2023-11-28 01:19:18.354771+00,Hebbala
FKID004943,unplanned,12.9854788,77.5248865,vehicle_breakdown,FALSE,2023-12-13 06:28:52.237+00,closed,Magadi Road,High,2023-12-13 06:29:45.547937+00,Kamakshipalya
FKID004944,unplanned,13.0523625,77.4868568,vehicle_breakdown,FALSE,2023-12-13 05:59:34.852+00,closed,Non-corridor,Low,2023-12-13 06:02:35.546113+00,No Police Station
FKID004945,unplanned,12.97163203,77.51287458,vehicle_breakdown,FALSE,2023-12-13 06:19:25.02+00,closed,Tumkur Road,High,2023-12-13 06:20:37.890177+00,Yeshwanthpura
FKID004946,unplanned,13.196185,77.6535117,vehicle_breakdown,FALSE,2024-01-13 00:36:22.437+00,closed,Non-corridor,Low,2024-01-13 00:39:31.450084+00,Chikkajala
FKID004947,planned,13.0395979,77.6418066,construction,TRUE,2023-12-13 05:10:39.582+00,closed,Airport New South Road,High,2023-12-13 05:14:10.529112+00,Hennuru
FKID004948,unplanned,13.0494403,77.5929474,vehicle_breakdown,FALSE,2024-01-25 01:16:57.578+00,closed,Bellary Road 1,High,2024-01-25 01:18:24.520025+00,Hebbala
FKID004949,unplanned,12.899533,77.7122526,vehicle_breakdown,FALSE,2023-12-13 20:24:34.015+00,closed,Non-corridor,Low,2023-12-13 20:26:59.20794+00,Whitefield
FKID004950,unplanned,13.0493266,77.5550847,vehicle_breakdown,FALSE,2023-12-13 20:38:39.856+00,closed,Non-corridor,Low,2023-12-13 20:39:21.396142+00,Jalahalli
FKID004951,unplanned,13.1292374,77.6148783,vehicle_breakdown,FALSE,2023-12-13 20:28:16.441+00,closed,Bellary Road 2,High,2023-12-13 20:29:13.34475+00,Yelahanka
FKID004952,unplanned,12.8469493,77.672515,vehicle_breakdown,FALSE,2024-01-13 05:09:11.633+00,resolved,ORR East 1,High,2024-01-13 05:12:09.133897+00,HAL Old Airport
FKID004953,unplanned,12.9200494,77.6441159,vehicle_breakdown,FALSE,2023-12-13 18:53:13.098+00,closed,ORR East 1,High,2023-12-13 18:55:13.736678+00,HSR Layout
FKID004954,unplanned,12.9024645,77.705852,vehicle_breakdown,FALSE,2023-12-13 20:53:27.96+00,closed,Non-corridor,Low,2023-12-13 20:54:19.319654+00,Bellandur
FKID004955,unplanned,13.0201283,77.7097983,vehicle_breakdown,FALSE,2023-12-13 21:14:06.801+00,closed,Non-corridor,Low,2023-12-13 21:18:29.806907+00,K.R. Pura
FKID004956,planned,12.9695233,77.7005979,construction,FALSE,2023-12-13 20:57:24.995+00,closed,ORR East 2,High,2023-12-13 20:58:08.173091+00,HAL Old Airport
FKID004957,unplanned,12.9966546,77.6644435,vehicle_breakdown,FALSE,2023-12-13 18:56:40.3+00,closed,ORR North 1,High,2023-12-13 19:01:04.825415+00,Banaswadi
FKID004958,unplanned,12.9661629,77.5049344,vehicle_breakdown,FALSE,2023-12-13 21:33:43.251+00,closed,Non-corridor,Low,2023-12-13 21:36:25.044948+00,Jnanabharathi
FKID004959,unplanned,12.9435175,77.6979694,water_logging,FALSE,2023-12-13 21:52:16.21+00,closed,ORR East 1,High,2023-12-13 21:54:25.05783+00,HAL Old Airport
FKID004960,unplanned,13.0438708,77.5839711,water_logging,FALSE,2024-01-25 04:53:45.451+00,closed,ORR North 2,High,2024-01-25 04:54:43.812113+00,Kodigehalli
FKID004961,unplanned,12.9904154,77.5042127,congestion,FALSE,2024-01-25 02:18:02.449+00,closed,Magadi Road,High,2024-01-25 02:20:00.888993+00,Kamakshipalya
FKID004962,unplanned,13.016185,77.7093227,road_conditions,FALSE,2024-01-25 04:39:41.801+00,active,Non-corridor,Low,2024-01-25 04:40:26.762814+00,K.R. Pura
FKID004963,unplanned,12.9670817,77.5050333,vehicle_breakdown,FALSE,2023-12-14 00:01:06.508+00,closed,Non-corridor,Low,2023-12-14 00:02:50.425438+00,Jnanabharathi
FKID004964,unplanned,12.9967664,77.5847577,vehicle_breakdown,FALSE,2024-01-25 05:17:44.716+00,closed,Bellary Road 1,High,2024-01-25 05:20:19.388484+00,High ground
FKID004965,unplanned,13.0434933,77.590776,vehicle_breakdown,FALSE,2023-12-14 00:04:09.688+00,closed,Bellary Road 1,High,2023-12-14 00:07:26.960215+00,Kodigehalli
FKID004966,unplanned,12.99878344,77.58419928,vehicle_breakdown,FALSE,2024-01-13 05:45:54.333+00,closed,Bellary Road 1,High,2024-01-13 05:46:34.208367+00,Sadashivanagar
FKID004967,unplanned,13.0562813,77.6115332,pot_holes,FALSE,2024-01-25 05:51:44.909+00,closed,Non-corridor,Low,2024-01-25 05:53:32.128663+00,Hebbala
FKID004968,unplanned,12.9053195,77.6096809,construction,FALSE,2024-01-25 05:31:10.751+00,closed,Non-corridor,Low,2024-01-25 05:32:40.071809+00,Mico Layout
FKID004969,unplanned,13.0978923,77.5670813,vehicle_breakdown,FALSE,2023-12-14 02:29:31.606+00,closed,Non-corridor,Low,2023-12-14 02:31:31.600502+00,Yelahanka
FKID004970,unplanned,13.0895998,77.3908201,vehicle_breakdown,FALSE,2024-01-13 06:23:31.54+00,resolved,Non-corridor,Low,2024-01-13 06:27:51.1516+00,Sadashivanagar
FKID004971,unplanned,12.8952517,77.5550817,vehicle_breakdown,FALSE,2024-01-13 06:34:42.646+00,closed,Non-corridor,Low,2024-01-13 06:36:21.42207+00,K.S. Layout
FKID004972,unplanned,13.0334622,77.588753,vehicle_breakdown,FALSE,2024-01-13 07:10:59.777+00,closed,Bellary Road 1,High,2024-01-13 07:11:50.71764+00,Hebbala
FKID004973,unplanned,13.0122936,77.6988829,vehicle_breakdown,FALSE,2024-01-13 08:17:15.128+00,closed,Non-corridor,Low,2024-01-13 08:19:05.735609+00,K.R. Pura
FKID004974,unplanned,12.9164058,77.6046741,vehicle_breakdown,FALSE,2023-12-14 06:28:40.166+00,closed,Non-corridor,Low,2023-12-14 06:30:16.780293+00,Mico Layout
FKID004975,unplanned,12.8995983,77.6335883,vehicle_breakdown,FALSE,2024-01-13 09:16:09.353+00,closed,Hosur Road,High,2024-01-13 09:22:48.55719+00,HSR Layout
FKID004976,unplanned,13.020295,77.7096082,vehicle_breakdown,FALSE,2023-12-14 06:36:15.631+00,closed,Non-corridor,Low,2023-12-14 06:39:05.117328+00,K.R. Pura
FKID004977,unplanned,13.04465,77.5830273,congestion,FALSE,2024-01-25 04:33:54.477+00,closed,ORR North 2,High,2024-01-25 04:38:33.008344+00,Kodigehalli
FKID004978,unplanned,12.8416294,77.6448425,vehicle_breakdown,FALSE,2023-12-14 06:55:30.342+00,closed,Non-corridor,Low,2023-12-14 06:56:46.739634+00,Electronic City
FKID004979,unplanned,12.99031,77.5039553,congestion,FALSE,2024-01-25 04:35:08.689+00,closed,Magadi Road,High,2024-01-25 04:37:57.577731+00,Kamakshipalya
FKID004980,unplanned,13.0484543,77.5545978,congestion,FALSE,2023-12-14 05:25:32.329+00,closed,Non-corridor,Low,2023-12-14 05:26:57.344939+00,Jalahalli
FKID004981,unplanned,12.9349694,77.6909504,vehicle_breakdown,FALSE,2023-12-14 05:23:17.897+00,closed,ORR East 1,High,2023-12-14 05:23:51.937483+00,HAL Old Airport
FKID004982,unplanned,13.1661967,77.713815,accident,FALSE,2023-12-14 08:12:38.914+00,closed,Non-corridor,Low,2023-12-14 08:20:39.394231+00,Chikkajala
FKID004983,unplanned,13.0133386,77.6998768,vehicle_breakdown,FALSE,2024-01-25 06:22:22.555+00,closed,Non-corridor,Low,2024-01-25 06:25:00.819066+00,K.R. Pura
FKID004984,unplanned,12.9564114,77.7456022,vehicle_breakdown,FALSE,2023-12-14 15:01:50.811+00,closed,Varthur Road,High,2023-12-14 15:04:37.917858+00,Whitefield
FKID004985,planned,13.0245468,77.6196009,construction,FALSE,2023-12-14 18:33:17.372+00,closed,Non-corridor,Low,2023-12-14 18:34:29.607822+00,K.G. Halli
FKID004986,unplanned,12.9952341,77.6663541,water_logging,FALSE,2024-01-25 07:21:14.866+00,closed,ORR North 1,High,2024-01-25 07:22:04.619671+00,Mahadevapura
FKID004987,unplanned,12.9423082,77.5481102,vehicle_breakdown,FALSE,2024-01-25 06:25:23.261+00,closed,Non-corridor,Low,2024-01-25 06:28:47.784657+00,Banashankari
FKID004988,unplanned,12.8408367,77.6500067,vehicle_breakdown,FALSE,2024-01-25 07:25:11.388+00,closed,Non-corridor,Low,2024-01-25 07:27:04.849147+00,Electronic City
FKID004989,unplanned,12.9623326,77.6294487,water_logging,FALSE,2024-01-25 07:22:43.211+00,closed,Non-corridor,Low,2024-01-25 07:33:27.296917+00,Halasur
FKID004990,unplanned,12.9063214,77.698384,vehicle_breakdown,FALSE,2024-01-25 05:23:59.098+00,closed,Non-corridor,Low,2024-01-25 05:26:56.785027+00,Bellandur
FKID004991,unplanned,13.0624717,77.5733483,vehicle_breakdown,FALSE,2024-01-25 07:56:16.243+00,closed,Non-corridor,Low,2024-01-25 07:57:58.320455+00,Kodigehalli
FKID004992,unplanned,13.0563502,77.475345,accident,FALSE,2024-01-25 07:57:05.666+00,closed,Non-corridor,Low,2024-01-25 07:58:36.443352+00,No Police Station
FKID004993,unplanned,13.0526619,77.5932885,vehicle_breakdown,FALSE,2024-01-25 06:11:27.257+00,closed,Bellary Road 1,High,2024-01-25 06:12:44.646698+00,Kodigehalli
FKID004994,unplanned,13.041426,77.5457729,vehicle_breakdown,FALSE,2024-01-13 19:21:03.481+00,closed,ORR North 2,High,2024-01-13 19:22:14.76004+00,Jalahalli
FKID004995,unplanned,12.86905184,77.53652279,vehicle_breakdown,FALSE,2024-01-25 06:09:55.017+00,closed,Non-corridor,Low,2024-01-25 06:10:54.364311+00,Thalagattapura
FKID004996,planned,12.9895377,77.6638443,construction,TRUE,2023-12-14 20:12:07.22+00,closed,Non-corridor,Low,2023-12-14 20:13:20.645999+00,Banaswadi
FKID004997,unplanned,13.0563067,77.475215,accident,FALSE,2024-01-25 07:02:58.282+00,closed,Non-corridor,Low,2024-01-25 07:05:36.531975+00,No Police Station
FKID004998,unplanned,13.0062112,77.5837405,pot_holes,FALSE,2023-12-14 20:53:27.173+00,closed,Bellary Road 1,High,2023-12-14 20:54:01.270435+00,Sadashivanagar
FKID004999,unplanned,13.0035148,77.5298216,vehicle_breakdown,FALSE,2024-01-13 20:06:18.722+00,closed,Non-corridor,Low,2024-01-13 20:07:27.425674+00,Rajajinagar
FKID005000,unplanned,12.9630559,77.5124532,vehicle_breakdown,FALSE,2024-01-13 21:09:42.557+00,closed,Non-corridor,Low,2024-01-13 21:10:59.87734+00,Jnanabharathi
FKID005001,unplanned,13.0529083,77.646015,construction,FALSE,2023-12-14 20:55:31.161+00,closed,Non-corridor,Low,2023-12-14 20:58:01.949293+00,Hennuru
FKID005002,unplanned,13.0495214,77.4953173,vehicle_breakdown,FALSE,2023-12-14 21:18:35.635+00,closed,Non-corridor,Low,2023-12-14 21:19:56.134463+00,Chikkabanavara
FKID005003,unplanned,12.8662934,77.5918795,road_conditions,FALSE,2023-12-15 00:22:27.427+00,active,Bannerghata Road,High,2023-12-15 00:23:14.09554+00,Hulimavu
FKID005004,planned,12.90769949,77.65681744,construction,FALSE,2023-12-15 00:24:23.706+00,closed,Non-corridor,Low,2023-12-15 00:26:48.916238+00,Bellandur
FKID005005,unplanned,12.9200419,77.6558733,vehicle_breakdown,TRUE,2023-12-15 02:03:01.096+00,closed,ORR East 1,High,2023-12-15 02:04:02.190501+00,Bellandur
FKID005006,unplanned,13.0693866,77.5858041,water_logging,FALSE,2024-01-25 08:48:01.854+00,active,Non-corridor,Low,2024-01-25 08:49:02.390944+00,Kodigehalli
FKID005007,unplanned,12.9938317,77.5849467,vehicle_breakdown,FALSE,2024-01-25 08:58:51.471+00,closed,Bellary Road 1,High,2024-01-25 09:02:04.149219+00,High ground
FKID005008,unplanned,13.0842575,77.5519225,vehicle_breakdown,FALSE,2024-01-25 08:46:37.881+00,closed,Non-corridor,Low,2024-01-25 08:49:18.972556+00,Yelahanka
FKID005009,unplanned,13.0273277,77.5856223,water_logging,FALSE,2024-01-25 09:26:48.209+00,active,Bellary Road 1,High,2024-01-25 09:28:12.562306+00,Kodigehalli
FKID005010,unplanned,13.1094919,77.5802425,water_logging,FALSE,2024-01-25 09:31:28.216+00,closed,Non-corridor,Low,2024-01-25 09:32:09.563944+00,Yelahanka
FKID005011,unplanned,13.0132709,77.6484194,tree_fall,TRUE,2024-01-25 10:14:44.434+00,closed,Non-corridor,Low,2024-01-25 10:15:39.556789+00,Banaswadi
FKID005012,unplanned,12.9573052,77.7452897,road_conditions,FALSE,2023-12-28 18:39:42.742+00,closed,Varthur Road,High,2023-12-28 18:40:58.473106+00,Whitefield
FKID005013,unplanned,13.0467801,77.5011956,water_logging,FALSE,2024-01-25 10:32:18.417+00,closed,Non-corridor,Low,2024-01-25 10:33:46.649149+00,Peenya
FKID005014,unplanned,12.9606384,77.7476032,vehicle_breakdown,FALSE,2024-01-25 11:07:50.788+00,closed,Non-corridor,Low,2024-01-25 11:08:56.015446+00,Whitefield
FKID005015,unplanned,13.0117111,77.7003731,vehicle_breakdown,FALSE,2023-12-15 00:43:49.138+00,closed,Non-corridor,Low,2023-12-15 00:45:09.112135+00,K.R. Pura
FKID005016,unplanned,12.9566301,77.7444294,vehicle_breakdown,FALSE,2024-01-25 10:34:07.693+00,closed,Varthur Road,High,2024-01-25 10:35:56.436449+00,Whitefield
FKID005017,unplanned,13.08647,77.594875,accident,FALSE,2024-01-25 15:51:17.164+00,closed,Bellary Road 2,High,2024-01-25 15:53:22.726436+00,Yelahanka
FKID005018,unplanned,13.10963,77.6035517,vehicle_breakdown,FALSE,2023-12-15 04:36:41.347+00,closed,Bellary Road 2,High,2023-12-15 04:37:28.529698+00,Yelahanka
FKID005019,unplanned,13.0468693,77.5024237,vehicle_breakdown,FALSE,2024-01-25 21:05:52.153+00,closed,Non-corridor,Low,2024-01-25 21:07:02.247231+00,Peenya
FKID005020,unplanned,13.035723,77.6284171,vehicle_breakdown,FALSE,2024-01-13 23:28:05.917+00,closed,ORR North 1,High,2024-01-13 23:29:27.162549+00,Hennuru
FKID005021,unplanned,13.0445812,77.6434918,construction,FALSE,2023-12-15 05:45:34.992+00,closed,Non-corridor,Low,2023-12-15 05:48:00.468081+00,Hennuru
FKID005022,unplanned,12.878816,77.6470202,vehicle_breakdown,FALSE,2024-01-25 20:08:28.077+00,closed,Hosur Road,High,2024-01-25 20:14:24.45845+00,Electronic City
FKID005023,unplanned,13.1155017,77.6073017,vehicle_breakdown,FALSE,2024-01-13 20:42:04.191+00,closed,Bellary Road 2,High,2024-01-13 20:43:04.374442+00,Yelahanka
FKID005024,unplanned,13.0424133,77.5492224,vehicle_breakdown,FALSE,2023-12-15 03:56:39.73+00,closed,ORR North 2,High,2023-12-15 03:58:07.368643+00,Jalahalli
FKID005025,unplanned,12.997415,77.6640825,vehicle_breakdown,FALSE,2023-12-15 07:14:23.302+00,closed,ORR North 1,High,2023-12-15 07:16:17.496733+00,Banaswadi
FKID005026,unplanned,13.0606335,77.4616149,vehicle_breakdown,FALSE,2024-01-25 20:41:43.316+00,closed,Non-corridor,Low,2024-01-25 20:42:36.348851+00,No Police Station
FKID005027,unplanned,13.1312897,77.615127,vehicle_breakdown,FALSE,2024-01-14 01:21:18.478+00,closed,Bellary Road 2,High,2024-01-14 01:28:38.317954+00,Yelahanka
FKID005028,unplanned,13.0356786,77.6283334,vehicle_breakdown,FALSE,2024-01-13 23:25:47.261+00,closed,ORR North 1,High,2024-01-13 23:27:21.547493+00,Hennuru
FKID005029,unplanned,13.0034717,77.5838414,vehicle_breakdown,FALSE,2024-01-26 03:28:50.815+00,closed,Bellary Road 1,High,2024-01-26 03:31:59.183731+00,Sadashivanagar
FKID005030,planned,12.9694376,77.7006327,construction,FALSE,2023-12-14 20:47:16.768+00,closed,ORR East 2,High,2023-12-14 20:47:59.019386+00,HAL Old Airport
FKID005031,unplanned,12.9577083,77.7458017,vehicle_breakdown,FALSE,2024-01-14 02:48:50.15+00,closed,Varthur Road,High,2024-01-14 02:51:09.130008+00,Whitefield
FKID005032,unplanned,13.13606,77.6174583,others,FALSE,2024-01-14 02:08:00.665+00,closed,Bellary Road 2,High,2024-01-14 02:08:33.66771+00,Yelahanka
FKID005033,unplanned,12.9959077,77.6710497,vehicle_breakdown,FALSE,2023-12-15 18:16:10.77+00,closed,ORR North 1,High,2023-12-15 18:36:55.151114+00,Mahadevapura
FKID005034,unplanned,13.0257659,77.7195142,vehicle_breakdown,FALSE,2024-01-14 03:26:04.474+00,closed,Non-corridor,Low,2024-01-14 03:28:51.518456+00,K.R. Pura
FKID005035,unplanned,13.0262486,77.5445358,vehicle_breakdown,FALSE,2024-01-14 03:54:17.133+00,closed,Tumkur Road,High,2024-01-14 03:55:25.075964+00,Yeshwanthpura
FKID005036,unplanned,13.0333363,77.5886018,vehicle_breakdown,FALSE,2023-12-15 18:58:30.872+00,closed,Bellary Road 1,High,2023-12-15 19:05:54.063147+00,Hebbala
FKID005037,unplanned,13.0069922,77.7575016,others,FALSE,2024-01-14 03:52:06.324+00,closed,Non-corridor,Low,2024-01-14 03:56:31.199925+00,Mahadevapura
FKID005038,unplanned,12.8833834,77.7522799,others,FALSE,2023-12-15 19:36:49.04+00,active,Non-corridor,Low,2023-12-15 19:37:56.701414+00,No Police Station
FKID005039,unplanned,12.9374294,77.4716733,accident,TRUE,2024-01-26 23:50:10.030182+00,resolved,Non-corridor,Low,2024-01-27 00:31:46.3216+00,Jnanabharathi
FKID005040,planned,13.0393192,77.6416992,others,FALSE,2023-12-15 19:24:44.287+00,closed,Airport New South Road,High,2023-12-15 19:26:29.269818+00,Hennuru
FKID005041,unplanned,12.9374302,77.4716732,accident,FALSE,2024-01-26 23:55:27.357722+00,resolved,Non-corridor,Low,2024-01-27 00:31:37.123709+00,Jnanabharathi
FKID005042,unplanned,12.8836188,77.7523911,others,FALSE,2023-12-15 19:38:08.931+00,active,Non-corridor,Low,2023-12-15 19:38:43.665281+00,No Police Station
FKID005043,unplanned,12.9982107,77.584406,vehicle_breakdown,FALSE,2024-01-14 04:47:34.211+00,closed,Bellary Road 1,High,2024-01-14 04:48:25.151697+00,Sadashivanagar
FKID005044,unplanned,13.0429917,77.5986233,vehicle_breakdown,FALSE,2023-12-15 21:12:23.792+00,closed,ORR North 1,High,2023-12-15 21:13:02.079846+00,Hebbala
FKID005045,unplanned,12.9736933,77.698385,vehicle_breakdown,FALSE,2023-12-15 21:02:05.547+00,closed,ORR East 2,High,2023-12-15 21:03:18.904349+00,Mahadevapura
FKID005046,planned,12.9695049,77.7006885,construction,FALSE,2023-12-15 21:01:38.834+00,closed,ORR East 2,High,2023-12-15 21:02:40.077292+00,HAL Old Airport
FKID005047,unplanned,13.0447135,77.5828156,construction,FALSE,2024-01-27 06:22:23.831+00,active,ORR North 2,High,2024-01-27 06:29:20.808996+00,Kodigehalli
FKID005048,unplanned,13.0114761,77.6158094,vehicle_breakdown,FALSE,2023-12-15 21:42:21.701+00,closed,Non-corridor,Low,2023-12-15 21:44:29.799216+00,K.G. Halli
FKID005049,unplanned,13.02419,77.585095,vehicle_breakdown,FALSE,2024-01-14 03:02:26.398+00,closed,Bellary Road 1,High,2024-01-14 03:03:53.026356+00,R.T. Nagar
FKID005050,unplanned,13.0248967,77.5852933,vehicle_breakdown,FALSE,2024-01-14 02:56:18.533+00,closed,Bellary Road 1,High,2024-01-14 03:01:18.816291+00,R.T. Nagar
FKID005051,unplanned,12.8536781,77.5886266,pot_holes,FALSE,2023-12-15 22:21:21.283+00,active,Non-corridor,Low,2023-12-15 22:23:19.288622+00,Hulimavu
FKID005052,unplanned,12.9966811,77.5847663,vehicle_breakdown,FALSE,2024-01-27 18:54:07.153+00,closed,Bellary Road 1,High,2024-01-27 18:57:23.044782+00,High ground
FKID005053,unplanned,12.8558281,77.5891032,pot_holes,FALSE,2023-12-15 22:30:35.168+00,active,Bannerghata Road,High,2023-12-15 22:31:56.346365+00,Hulimavu
FKID005054,unplanned,13.0031856,77.6817413,road_conditions,FALSE,2023-12-15 22:40:58.56+00,closed,ORR East 2,High,2023-12-15 22:42:19.611638+00,K.R. Pura
FKID005055,unplanned,12.9006323,77.5437131,pot_holes,FALSE,2023-12-15 22:49:24.516+00,closed,Non-corridor,Low,2023-12-15 22:50:35.39872+00,K.S. Layout
FKID005056,unplanned,12.8985353,77.5444672,pot_holes,FALSE,2023-12-15 22:52:27.544+00,closed,Non-corridor,Low,2023-12-15 22:52:51.62441+00,K.S. Layout
FKID005057,unplanned,12.8985353,77.5444672,pot_holes,FALSE,2023-12-15 22:51:52.715+00,closed,Non-corridor,Low,2023-12-15 22:52:23.98591+00,K.S. Layout
FKID005058,unplanned,12.9005867,77.5438265,pot_holes,FALSE,2023-12-15 22:50:37.082+00,closed,Non-corridor,Low,2023-12-15 22:51:50.701704+00,K.S. Layout
FKID005059,unplanned,12.8987151,77.5434386,pot_holes,FALSE,2023-12-15 22:53:50.627+00,closed,Non-corridor,Low,2023-12-15 22:54:45.356426+00,K.S. Layout
FKID005060,unplanned,13.0013317,77.5254817,vehicle_breakdown,FALSE,2024-01-14 05:53:40.193+00,closed,Non-corridor,Low,2024-01-14 05:54:47.929429+00,Rajajinagar
FKID005061,unplanned,13.0628382,77.457775,vehicle_breakdown,TRUE,2023-12-15 21:06:07.231+00,closed,Non-corridor,Low,2023-12-15 21:10:50.386088+00,No Police Station
FKID005062,unplanned,13.0008764,77.5253349,test_demo,FALSE,2024-01-14 07:13:53.233+00,closed,Non-corridor,Low,2024-01-14 07:14:49.229151+00,Rajajinagar
FKID005063,unplanned,12.8957185,77.5858889,pot_holes,FALSE,2023-12-16 00:11:33.584+00,active,Non-corridor,Low,2023-12-16 00:12:12.459061+00,J.P. Nagar
FKID005064,unplanned,12.8734856,77.6249806,pot_holes,FALSE,2023-12-16 01:24:33.893+00,active,Non-corridor,Low,2023-12-16 01:25:05.244451+00,Hulimavu
FKID005065,unplanned,12.8732336,77.6250213,pot_holes,FALSE,2023-12-16 01:23:15.953+00,active,Non-corridor,Low,2023-12-16 01:24:30.889429+00,Hulimavu
FKID005066,unplanned,12.862841,77.5909922,vehicle_breakdown,FALSE,2023-12-16 00:02:08.463+00,closed,Bannerghata Road,High,2023-12-16 00:04:15.379843+00,Hulimavu
FKID005067,unplanned,12.8734226,77.6251124,pot_holes,FALSE,2023-12-16 01:25:10.679+00,active,Non-corridor,Low,2023-12-16 01:25:47.805174+00,Hulimavu
FKID005068,unplanned,12.8873546,77.7383875,others,FALSE,2024-01-14 07:27:58.255+00,active,Non-corridor,Low,2024-01-14 07:29:43.094342+00,No Police Station
FKID005069,unplanned,12.8733786,77.6251986,pot_holes,FALSE,2023-12-16 01:25:51.052+00,active,Non-corridor,Low,2023-12-16 01:26:14.389224+00,Hulimavu
FKID005070,unplanned,13.0018255,77.5839711,vehicle_breakdown,FALSE,2024-01-14 04:59:58.238+00,closed,Bellary Road 1,High,2024-01-14 05:01:48.920617+00,Sadashivanagar
FKID005071,unplanned,12.9983001,77.5844179,vehicle_breakdown,FALSE,2024-01-14 04:45:40.089+00,closed,Bellary Road 1,High,2024-01-14 04:47:28.045843+00,Sadashivanagar
FKID005072,unplanned,12.8732948,77.6249204,pot_holes,FALSE,2023-12-16 01:28:14.384+00,active,Non-corridor,Low,2023-12-16 01:28:32.772298+00,Hulimavu
FKID005073,unplanned,12.8733061,77.6249084,pot_holes,FALSE,2023-12-16 01:27:49.027+00,active,Non-corridor,Low,2023-12-16 01:28:11.477915+00,Hulimavu
FKID005074,unplanned,13.0566434,77.4730025,vehicle_breakdown,FALSE,2024-01-14 08:09:17.983+00,closed,Non-corridor,Low,2024-01-14 08:11:36.227643+00,No Police Station
FKID005075,unplanned,12.8732949,77.6249151,pot_holes,FALSE,2023-12-16 01:28:35.341+00,active,Non-corridor,Low,2023-12-16 01:29:30.059334+00,Hulimavu
FKID005076,unplanned,13.0542733,77.7627317,vehicle_breakdown,TRUE,2024-01-14 17:53:20.642+00,closed,Non-corridor,Low,2024-01-14 17:54:43.12575+00,K.R. Pura
FKID005077,unplanned,12.8067551,77.663391,pot_holes,FALSE,2023-12-16 03:40:34.466+00,active,Non-corridor,Low,2023-12-16 03:41:10.885781+00,Electronic City
FKID005078,unplanned,12.8947067,77.6258933,pot_holes,FALSE,2023-12-16 04:15:31.739+00,active,Non-corridor,Low,2023-12-16 04:16:15.587072+00,Madiwala
FKID005079,unplanned,13.0376493,77.6521579,road_conditions,FALSE,2023-12-16 04:12:42.71+00,closed,Non-corridor,Low,2023-12-16 04:14:06.088865+00,Hennuru
FKID005080,unplanned,12.8932515,77.6215089,pot_holes,FALSE,2023-12-16 04:14:32.16+00,active,Non-corridor,Low,2023-12-16 04:15:20.826296+00,Madiwala
FKID005081,unplanned,12.9448609,77.7470882,vehicle_breakdown,TRUE,2024-01-14 18:43:55.81+00,closed,Non-corridor,Low,2024-01-14 18:45:45.722012+00,Whitefield
FKID005082,unplanned,13.0489099,77.6456761,road_conditions,FALSE,2024-01-14 21:36:58.514+00,closed,Non-corridor,Low,2024-01-14 21:38:43.899737+00,Hennuru
FKID005083,unplanned,12.9996438,77.6665625,vehicle_breakdown,FALSE,2024-01-14 20:31:50.552+00,closed,ORR North 1,High,2024-01-14 20:34:16.643531+00,Banaswadi
FKID005084,unplanned,13.2037217,77.66538,vehicle_breakdown,FALSE,2024-01-27 22:03:46.585+00,closed,Non-corridor,Low,2024-01-27 22:06:38.096994+00,Devanahalli Airport
FKID005085,unplanned,13.0480034,77.5001494,vehicle_breakdown,FALSE,2023-12-16 20:47:49.167+00,closed,Non-corridor,Low,2023-12-16 20:50:36.802772+00,Chikkabanavara
FKID005086,planned,13.0395111,77.6413561,construction,FALSE,2023-12-16 19:39:03.642+00,closed,Airport New South Road,High,2023-12-16 19:42:57.352524+00,Hennuru
FKID005087,unplanned,12.973092,77.5130496,accident,FALSE,2024-01-27 21:19:07.74+00,closed,Non-corridor,Low,2024-01-27 21:21:33.57522+00,Jnanabharathi
FKID005088,unplanned,12.9145203,77.568181,vehicle_breakdown,FALSE,2024-01-27 20:31:02.644+00,closed,ORR West 1,High,2024-01-27 20:33:10.913316+00,K.S. Layout
FKID005089,unplanned,12.91014575,77.48021156,others,FALSE,2024-01-15 04:29:30.917+00,closed,Mysore Road,High,2024-01-15 04:30:20.165154+00,Kengeri
FKID005090,unplanned,13.0040774,77.5841625,accident,FALSE,2023-12-16 22:10:23.844+00,closed,Bellary Road 1,High,2023-12-16 22:11:06.891505+00,Sadashivanagar
FKID005091,planned,13.0491164,77.6454881,construction,TRUE,2024-01-15 03:36:55.046+00,closed,Non-corridor,Low,2024-01-15 03:38:09.718266+00,Hennuru
FKID005092,unplanned,12.9387831,77.7472987,congestion,FALSE,2024-01-14 22:49:52.945+00,closed,Non-corridor,Low,2024-01-14 22:51:03.54906+00,Whitefield
FKID005093,unplanned,13.0007914,77.5840477,vehicle_breakdown,FALSE,2024-01-15 03:10:59.738+00,closed,Bellary Road 1,High,2024-01-15 03:12:15.262041+00,Sadashivanagar
FKID005094,unplanned,13.0195812,77.5396672,construction,FALSE,2024-01-27 23:53:54.734+00,active,Non-corridor,Low,2024-01-27 23:57:03.449207+00,Yeshwanthpura
